Event Category,Gender,medal_type,country_name,country_code,athlete_full_name,Scored Unit,Scoring Type,game_season,game_year,game_location,game_name,Age,Year of Birth
Men's 15km Classic,Man,SILVER,Finland,FI,Iivo NISKANEN,37:55.1,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 15km Classic,Man,BRONZE,Finland,FI,Iivo NISKANEN,37:55.1,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 15km Classic,Man,GOLD,Finland,FI,Iivo NISKANEN,37:55.1,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 15km + 15km Skiathlon,Man,GOLD,Finland,FI,Iivo NISKANEN,18:10.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 15km + 15km Skiathlon,Man,GOLD,Finland,FI,Iivo NISKANEN,18:10.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's Singles,Woman,GOLD,ROC,ROC,Elena VESNINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's Singles,Woman,SILVER,ROC,ROC,Elena VESNINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's Heptathlon,Woman,BRONZE,Netherlands,NL,Emma OOSTERWEGEL,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Men's 800m,Man,GOLD,Kenya,KE,Emmanuel Kipkurui KORIR,01:45.3,TIME,Summer,2020,Japan,Tokyo 2020,29,1995
Women -48 kg,Woman,BRONZE,Hungary,HU,Eva CSERNOVICZKI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's Individual,Woman,GOLD,Bermuda,BM,Flora DUFFY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men's Super Heavy (+91kg),Man,BRONZE,Great Britain,GB,Frazer CLARKE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men's Freestyle 125kg,Man,GOLD,United States of America,US,Gable Dan STEVESON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,24,2000
Women's Individual,Woman,SILVER,Netherlands,NL,Gabriela BAYARDO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 10m Platform,Woman,BRONZE,Mexico,MX,Gabriela Belem AGUNDEZ GARCIA,358.5,POINTS,Summer,2020,Japan,Tokyo 2020,24,2000
Men's Ã‰pÃ©e Individual,Man,SILVER,Hungary,HU,Gergely SIKLOSI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women's 64kg,Woman,SILVER,Italy,IT,Giorgia BORDIGNON,232,WEIGHT,Summer,2020,Japan,Tokyo 2020,37,1987
Men's Freeski Halfpipe,Man,SILVER,Great Britain,GB,Gus KENWORTHY,70.75,POINTS,Winter,2022,China,Beijing 2022,33,1991
Men's 10km,Man,GOLD,Italy,IT,Gregorio PALTRINIERI,49:01.0,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 800m Freestyle,Man,BRONZE,Italy,IT,Gregorio PALTRINIERI,07:48.2,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 800m Freestyle,Man,SILVER,Italy,IT,Gregorio PALTRINIERI,07:48.2,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 800m Freestyle,Man,GOLD,Italy,IT,Gregorio PALTRINIERI,07:48.2,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 1500m Freestyle,Man,BRONZE,Italy,IT,Gregorio PALTRINIERI,14:49.1,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 1500m Freestyle,Man,SILVER,Italy,IT,Gregorio PALTRINIERI,14:49.1,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 1500m Freestyle,Man,GOLD,Italy,IT,Gregorio PALTRINIERI,14:49.1,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men +100 kg,Man,SILVER,Georgia,GE,Guram TUSHISHVILI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Kayak,Man,BRONZE,Germany,DE,Hannes AIGNER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Kayak,Man,BRONZE,Germany,DE,Hannes AIGNER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Freestyle 86kg,Man,GOLD,Islamic Republic of Iran,IR,Hassan Aliazam YAZDANICHARATI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Freestyle 86kg,Man,SILVER,Islamic Republic of Iran,IR,Hassan Aliazam YAZDANICHARATI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 5000m,Woman,SILVER,Kenya,KE,Hellen Onsando OBIRI,14:56.2,TIME,Summer,2020,Japan,Tokyo 2020,35,1989
Women's Slalom,Woman,BRONZE,Italy,IT,Federica BRIGNONE,NULL,IRM,Winter,2022,China,Beijing 2022,34,1990
Women's Slalom,Woman,SILVER,Italy,IT,Federica BRIGNONE,NULL,IRM,Winter,2022,China,Beijing 2022,34,1990
Women's Slalom,Woman,BRONZE,Italy,IT,Federica BRIGNONE,NULL,IRM,Winter,2022,China,Beijing 2022,34,1990
Women's Giant Slalom,Woman,BRONZE,Italy,IT,Federica BRIGNONE,01:56.0,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Giant Slalom,Woman,SILVER,Italy,IT,Federica BRIGNONE,01:56.0,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Giant Slalom,Woman,BRONZE,Italy,IT,Federica BRIGNONE,01:56.0,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Alpine Combined,Woman,BRONZE,Italy,IT,Federica BRIGNONE,02:28.4,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Alpine Combined,Woman,SILVER,Italy,IT,Federica BRIGNONE,02:28.4,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Alpine Combined,Woman,BRONZE,Italy,IT,Federica BRIGNONE,02:28.4,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Super-G,Woman,BRONZE,Italy,IT,Federica BRIGNONE,01:14.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Super-G,Woman,SILVER,Italy,IT,Federica BRIGNONE,01:14.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Super-G,Woman,BRONZE,Italy,IT,Federica BRIGNONE,01:14.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Men's Kayak Single 1000m,Man,SILVER,Portugal,PT,Fernando PIMENTA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's 5000m,Woman,SILVER,Kenya,KE,Hellen Onsando OBIRI,14:56.2,TIME,Summer,2020,Japan,Tokyo 2020,35,1989
"Women's 10,000m",Woman,SILVER,Kenya,KE,Hellen Onsando OBIRI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
"Women's 10,000m",Woman,SILVER,Kenya,KE,Hellen Onsando OBIRI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's Pole Vault,Woman,BRONZE,Great Britain,GB,Holly BRADSHAW,4.55,DISTANCE,Summer,2020,Japan,Tokyo 2020,33,1991
Women's Fly (48-51kg),Woman,BRONZE,Colombia,CO,Ingrit VALENCIA VICTORIA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Women +78 kg,Woman,BRONZE,Azerbaijan,AZ,Iryna KINDZERSKA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men's Javelin Throw,Man,SILVER,Czech Republic,CZ,Jakub VADLEJCH,84.93,DISTANCE,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Snowboard Slopestyle,Woman,SILVER,United States of America,US,Jamie ANDERSON,74.35,POINTS,Winter,2022,China,Beijing 2022,34,1990
Women's Snowboard Slopestyle,Woman,GOLD,United States of America,US,Jamie ANDERSON,74.35,POINTS,Winter,2022,China,Beijing 2022,34,1990
Women's Snowboard Slopestyle,Woman,GOLD,United States of America,US,Jamie ANDERSON,74.35,POINTS,Winter,2022,China,Beijing 2022,34,1990
Women's Snowboard Big Air,Woman,SILVER,United States of America,US,Jamie ANDERSON,89.75,POINTS,Winter,2022,China,Beijing 2022,34,1990
Women's Snowboard Big Air,Woman,GOLD,United States of America,US,Jamie ANDERSON,89.75,POINTS,Winter,2022,China,Beijing 2022,34,1990
Women's Aerials,Woman,SILVER,Belarus,BY,Hanna HUSKOVA,92,POINTS,Winter,2022,China,Beijing 2022,32,1992
Women's 10km Pursuit,Woman,GOLD,Sweden,SE,Hanna OEBERG,38:11.2,TIME,Winter,2022,China,Beijing 2022,29,1995
Women's 7.5km Sprint,Woman,GOLD,Sweden,SE,Hanna OEBERG,22:19.1,TIME,Winter,2022,China,Beijing 2022,29,1995
Women's 12.5km Mass Start,Woman,GOLD,Sweden,SE,Hanna OEBERG,44:03.1,TIME,Winter,2022,China,Beijing 2022,29,1995
Women's 15km Individual,Woman,GOLD,Sweden,SE,Hanna OEBERG,46:36.2,TIME,Winter,2022,China,Beijing 2022,29,1995
Women's 500m,Woman,BRONZE,Belgium,BE,Hanne DESMET,43702,TIME,Winter,2022,China,Beijing 2022,28,1996
Women's 1000m,Woman,BRONZE,Belgium,BE,Hanne DESMET,01:28.1,TIME,Winter,2022,China,Beijing 2022,28,1996
Women's 1500m,Woman,BRONZE,Belgium,BE,Hanne DESMET,02:19.0,TIME,Winter,2022,China,Beijing 2022,28,1996
Men's Individual,Man,BRONZE,New Zealand,NZ,Hayden WILDE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women -67kg,Woman,BRONZE,Egypt,EG,Hedaya WAHBA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Women -67kg,Woman,BRONZE,Egypt,EG,Hedaya WAHBA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Individual,Man,BRONZE,South Africa,ZA,Henri SCHOEMAN,NULL,IRM,Summer,2020,Japan,Tokyo 2020,33,1991
Men's Freeski Slopestyle,Man,BRONZE,Sweden,SE,Henrik HARLAUT,37.7,POINTS,Winter,2022,China,Beijing 2022,33,1991
Men's Light Heavy (75-81kg),Man,BRONZE,ROC,ROC,Imam KHATAEV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Individual Stroke Play,Woman,GOLD,Republic of Korea,KR,Inbee PARK,279,STROKES,Summer,2020,Japan,Tokyo 2020,36,1988
Men's 15km Classic,Man,SILVER,ROC,ROC,Ivan YAKIMUSHKIN,39:53.4,TIME,Winter,2022,China,Beijing 2022,28,1996
Men's 50km Mass Start Free,Man,SILVER,ROC,ROC,Ivan YAKIMUSHKIN,11:38.2,TIME,Winter,2022,China,Beijing 2022,28,1996
Men's 5000m,Man,BRONZE,Uganda,UG,Jacob KIPLIMO,13:30.3,TIME,Summer,2020,Japan,Tokyo 2020,24,2000
"Men's 10,000m",Man,BRONZE,Uganda,UG,Jacob KIPLIMO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,24,2000
Men's Kayak Single 1000m,Man,SILVER,Germany,DE,Jacob SCHOPF,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Men's Individual,Man,SILVER,France,FR,Jean-Charles VALLADONT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Individual Gundersen Normal Hill/10km,Not Stated,SILVER,Norway,NO,Jens Luraas OFTEBRO,26:50.1,TIME,Winter,2022,China,Beijing 2022,24,2000
Individual Gundersen Large Hill/10km,Not Stated,SILVER,Norway,NO,Jens Luraas OFTEBRO,27:14.3,TIME,Winter,2022,China,Beijing 2022,24,2000
Men's Freeski Slopestyle,Man,BRONZE,Sweden,SE,Jesper TJADER,59.15,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Freeski Big Air,Man,BRONZE,Sweden,SE,Jesper TJADER,170,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's 15km + 15km Skiathlon,Man,SILVER,Finland,FI,Iivo NISKANEN,18:10.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 15km + 15km Skiathlon,Man,BRONZE,Finland,FI,Iivo NISKANEN,18:10.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 15km + 15km Skiathlon,Man,GOLD,Finland,FI,Iivo NISKANEN,18:10.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's Foil Individual,Woman,BRONZE,Tunisia,TN,Ines BOUBAKRI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Women's Feather (54-57kg),Woman,BRONZE,Italy,IT,Irma TESTA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women's Long Jump,Woman,BRONZE,Serbia,RS,Ivana SPANOVIC,7,DISTANCE,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 1500m,Woman,SILVER,Canada,CA,Ivanie BLONDIN,01:56.4,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Mass Start,Woman,SILVER,Canada,CA,Ivanie BLONDIN,26.26,NULL,Winter,2022,China,Beijing 2022,34,1990
Women's 3000m,Woman,SILVER,Canada,CA,Ivanie BLONDIN,04:06.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Moguls,Woman,SILVER,United States of America,US,Jaelin KAUF,79.15,POINTS,Winter,2022,China,Beijing 2022,28,1996
Men's Alpine Combined,Man,BRONZE,Canada,CA,James CRAWFORD,02:32.1,TIME,Winter,2022,China,Beijing 2022,27,1997
Men's Downhill,Man,BRONZE,Canada,CA,James CRAWFORD,01:43.0,TIME,Winter,2022,China,Beijing 2022,27,1997
Men's Super-G,Man,BRONZE,Canada,CA,James CRAWFORD,01:21.2,TIME,Winter,2022,China,Beijing 2022,27,1997
Men's Shot Put,Man,SILVER,United States of America,US,Joe KOVACS,20.93,DISTANCE,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Shot Put,Man,SILVER,United States of America,US,Joe KOVACS,20.93,DISTANCE,Summer,2020,Japan,Tokyo 2020,35,1989
Men's 20km Race Walk,Man,GOLD,People's Republic of China,CN,Jun ZHANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,47,1977
Men's 20km Race Walk,Man,GOLD,People's Republic of China,CN,Jun ZHANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,47,1977
Men's 20km Race Walk,Man,GOLD,People's Republic of China,CN,Jun ZHANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Men's 20km Race Walk,Man,GOLD,People's Republic of China,CN,Jun ZHANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Men's 20km Race Walk,Man,GOLD,People's Republic of China,CN,Jun ZHANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,41,1983
Men's 20km Race Walk,Man,GOLD,People's Republic of China,CN,Jun ZHANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,41,1983
Men's Sabre Individual,Man,BRONZE,Republic of Korea,KR,Junghwan KIM,NULL,NULL,Summer,2020,Japan,Tokyo 2020,41,1983
Men's Sabre Individual,Man,BRONZE,Republic of Korea,KR,Junghwan KIM,NULL,NULL,Summer,2020,Japan,Tokyo 2020,41,1983
Women's Individual,Woman,BRONZE,United States of America,US,Katie ZAFERES,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's Light (57-60kg),Woman,GOLD,Ireland,IE,Kellie Anne HARRINGTON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's Snowboard Big Air,Woman,GOLD,United States of America,US,Jamie ANDERSON,89.75,POINTS,Winter,2022,China,Beijing 2022,34,1990
Men's Sprint,Man,GOLD,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Sprint,Man,GOLD,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Sprint,Man,GOLD,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Sprint,Man,SILVER,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Sprint,Man,GOLD,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Keirin,Man,GOLD,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Keirin,Man,GOLD,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Keirin,Man,GOLD,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Keirin,Man,SILVER,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Keirin,Man,GOLD,Great Britain,GB,Jason KENNY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Vault,Man,GOLD,Republic of Korea,KR,Jeahwan SHIN,14.866,POINTS,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Sprint,Man,SILVER,Netherlands,NL,Jeffrey HOOGLAND,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Women's Cross-country,Woman,GOLD,Sweden,SE,Jenny RISSVEDS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 100m Freestyle,Woman,BRONZE,Australia,AU,Emma MCKEON,51096,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 100m Butterfly,Woman,BRONZE,Australia,AU,Emma MCKEON,55082,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 100m Butterfly,Woman,GOLD,Australia,AU,Emma MCKEON,55082,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 100m Butterfly,Woman,GOLD,Australia,AU,Emma MCKEON,55082,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 100m Butterfly,Woman,BRONZE,Australia,AU,Emma MCKEON,55082,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 50m Freestyle,Woman,BRONZE,Australia,AU,Emma MCKEON,23081,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 50m Freestyle,Woman,GOLD,Australia,AU,Emma MCKEON,23081,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 50m Freestyle,Woman,GOLD,Australia,AU,Emma MCKEON,23081,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 50m Freestyle,Woman,BRONZE,Australia,AU,Emma MCKEON,23081,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
RS:X Women,Woman,BRONZE,Great Britain,GB,Emma WILSON,38,POINTS,Summer,2020,Japan,Tokyo 2020,25,1999
Men's Sprint Free,Man,SILVER,Italy,IT,Federico PELLEGRINO,NULL,NULL,Winter,2022,China,Beijing 2022,34,1990
Men's Sprint Free,Man,SILVER,Italy,IT,Federico PELLEGRINO,NULL,NULL,Winter,2022,China,Beijing 2022,34,1990
Men's Parallel Bars,Man,BRONZE,Turkey,TR,Ferhat ARICAN,15.633,POINTS,Summer,2020,Japan,Tokyo 2020,31,1993
Women's 1500m,Woman,BRONZE,United States of America,US,Brittany BOWE,01:56.1,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 1000m,Woman,BRONZE,United States of America,US,Brittany BOWE,01:15.3,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 500m,Woman,BRONZE,United States of America,US,Brittany BOWE,38040,TIME,Winter,2022,China,Beijing 2022,36,1988
Men's 50m Freestyle,Man,GOLD,United States of America,US,Caeleb DRESSEL,21032,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 50m Freestyle,Man,GOLD,United States of America,US,Caeleb DRESSEL,21032,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 50m Freestyle,Man,GOLD,United States of America,US,Caeleb DRESSEL,21032,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 100m Freestyle,Man,GOLD,United States of America,US,Caeleb DRESSEL,47073,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 100m Freestyle,Man,GOLD,United States of America,US,Caeleb DRESSEL,47073,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 100m Freestyle,Man,GOLD,United States of America,US,Caeleb DRESSEL,47073,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 100m Butterfly,Man,GOLD,United States of America,US,Caeleb DRESSEL,50039,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 100m Butterfly,Man,GOLD,United States of America,US,Caeleb DRESSEL,50039,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 100m Butterfly,Man,GOLD,United States of America,US,Caeleb DRESSEL,50039,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's Fly (48-52kg),Man,BRONZE,People's Republic of China,CN,Jianguan HU,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Kayak,Man,GOLD,Czech Republic,CZ,Jiri PRSKAVEC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,52,1972
Men's Kayak,Man,BRONZE,Czech Republic,CZ,Jiri PRSKAVEC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,52,1972
Men's Kayak,Man,GOLD,Czech Republic,CZ,Jiri PRSKAVEC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Kayak,Man,BRONZE,Czech Republic,CZ,Jiri PRSKAVEC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Sprint Free,Man,GOLD,Norway,NO,Johannes Hoesflot KLAEBO,NULL,NULL,Winter,2022,China,Beijing 2022,28,1996
Men's Sprint Free,Man,BRONZE,Norway,NO,Johannes Hoesflot KLAEBO,NULL,NULL,Winter,2022,China,Beijing 2022,28,1996
Men's Sprint Free,Man,GOLD,Norway,NO,Johannes Hoesflot KLAEBO,NULL,NULL,Winter,2022,China,Beijing 2022,28,1996
Men's Sprint Free,Man,GOLD,Norway,NO,Johannes Hoesflot KLAEBO,NULL,NULL,Winter,2022,China,Beijing 2022,28,1996
Men's Sprint Free,Man,GOLD,Norway,NO,Johannes Hoesflot KLAEBO,NULL,NULL,Winter,2022,China,Beijing 2022,28,1996
Men's 15km Classic,Man,GOLD,Norway,NO,Johannes Hoesflot KLAEBO,38:32.2,TIME,Winter,2022,China,Beijing 2022,28,1996
Men's 15km Classic,Man,BRONZE,Norway,NO,Johannes Hoesflot KLAEBO,38:32.2,TIME,Winter,2022,China,Beijing 2022,28,1996
Men's 15km Classic,Man,GOLD,Norway,NO,Johannes Hoesflot KLAEBO,38:32.2,TIME,Winter,2022,China,Beijing 2022,28,1996
Men's Kayak Single 1000m,Man,BRONZE,Portugal,PT,Fernando PIMENTA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's 400m Freestyle,Man,BRONZE,Italy,IT,Gabriele DETTI,03:45.3,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 400m Freestyle,Man,BRONZE,Italy,IT,Gabriele DETTI,03:45.3,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Skeet Men,Not Stated,GOLD,Italy,IT,Gabriele ROSSETTI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Women's 200m,Woman,BRONZE,United States of America,US,Gabrielle THOMAS,22020,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Men's Freestyle 65kg,Man,BRONZE,ROC,ROC,Gadzhimurad RASHIDOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 110m Hurdles,Man,SILVER,United States of America,US,Grant HOLLOWAY,13002,TIME,Summer,2020,Japan,Tokyo 2020,27,1997
Women's 5000m,Woman,BRONZE,Ethiopia,ET,Gudaf TSEGAY,14:56.2,TIME,Summer,2020,Japan,Tokyo 2020,27,1997
10m Air Pistol women,Woman,SILVER,Mongolia,MN,Gundegmaa OTRYAD,NULL,NULL,Summer,2020,Japan,Tokyo 2020,46,1978
25m Pistol Women,Woman,SILVER,Mongolia,MN,Gundegmaa OTRYAD,NULL,NULL,Summer,2020,Japan,Tokyo 2020,46,1978
Men -68kg,Man,BRONZE,Turkey,TR,Hakan RECBER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Men's 5000m,Man,BRONZE,Norway,NO,Hallgeir ENGEBRAATEN,06:10.1,TIME,Winter,2022,China,Beijing 2022,25,1999
Women's Park,Woman,SILVER,United States of America,US,Hannah ROBERTS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,23,2001
Men's Snowboard Halfpipe,Man,BRONZE,Switzerland,CH,Jan SCHERRER,79.25,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Individual,Man,SILVER,Spain,ES,Javier GOMEZ NOYA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,41,1983
Men's Ski Cross,Man,GOLD,France,FR,Jean Frederic CHAPUIS,NULL,NULL,Winter,2022,China,Beijing 2022,35,1989
Women's Canoe,Woman,SILVER,Australia,AU,Jessica FOX,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Canoe,Woman,BRONZE,Australia,AU,Jessica FOX,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Canoe,Woman,GOLD,Australia,AU,Jessica FOX,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Canoe,Woman,BRONZE,Australia,AU,Jessica FOX,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Kayak,Woman,SILVER,Australia,AU,Jessica FOX,106.73,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Kayak,Woman,BRONZE,Australia,AU,Jessica FOX,106.73,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Kayak,Woman,GOLD,Australia,AU,Jessica FOX,106.73,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Kayak,Woman,BRONZE,Australia,AU,Jessica FOX,106.73,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Dressage Individual,Not Stated,GOLD,Germany,DE,Jessica VON BREDOW-WERNDL,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Men's Parallel Bars,Man,GOLD,People's Republic of China,CN,Jingyuan ZOU,16.233,POINTS,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Freeski Halfpipe,Man,BRONZE,France,FR,Kevin ROLLAND,75.25,POINTS,Winter,2022,China,Beijing 2022,35,1989
Women's 500m,Woman,SILVER,Canada,CA,Kim BOUTIN,42732,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 500m,Woman,BRONZE,Canada,CA,Kim BOUTIN,42732,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 500m,Woman,BRONZE,Canada,CA,Kim BOUTIN,42732,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 500m,Woman,BRONZE,Canada,CA,Kim BOUTIN,42732,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1500m,Woman,SILVER,Canada,CA,Kim BOUTIN,02:18.2,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1500m,Woman,BRONZE,Canada,CA,Kim BOUTIN,02:18.2,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1500m,Woman,BRONZE,Canada,CA,Kim BOUTIN,02:18.2,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1500m,Woman,BRONZE,Canada,CA,Kim BOUTIN,02:18.2,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1000m,Woman,SILVER,Canada,CA,Kim BOUTIN,NULL,NO_TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1000m,Woman,BRONZE,Canada,CA,Kim BOUTIN,NULL,NO_TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1000m,Woman,BRONZE,Canada,CA,Kim BOUTIN,NULL,NO_TIME,Winter,2022,China,Beijing 2022,30,1994
